pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
149,2020-09-06,14:52:29,3,7,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,5,Bottom,1,2,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,93.3361,-1.08589,-2.74503,2263.64,231.874,NULL,4.8578,1.76526,6.85476,-14.9919,16.5324,12.677,2.6186,0.317411,84.8795,-3.93095,-0.335091,0.404105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.75923,9.40468,-1.5966,50.0053,4.78181,6.11723,-135.771,-3.04026,-14.4231,30.973,-14.6992,121,143,CITI,MLB,NL,20200906-CITI-1,7e3159f6-9ad7-446b-bbc8-597c176c34c5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,2020-09-06,14:53:21,4,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Cano, Robinson",429664,Left,"New York Mets",,5,Bottom,2,0,0,Undefined,Sinker,InPlay,Undefined,Undefined,Error,0,0,statcast,91.5381,-0.00172631,-3.55241,2131.69,233.319,NULL,4.808,1.79663,6.73876,-25.9604,6.65395,15.117,2.64315,-0.193351,83.8457,-4.91224,-0.690348,0.411033,112.624,-5.70158,38.5494,NULL,NULL,NULL,NULL,25.6007,NULL,35.9585,0.141283,-9.24964,3.65157,-1.57056,50.006,4.79576,7.80354,-133.133,-0.796513,-16.647,27.9411,-25.6091,121,143,CITI,MLB,NL,20200906-CITI-1,2eb9ae06-7d85-4bfc-95bc-4038ce07fd80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,2020-09-06,14:54:28,5,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,5,Bottom,2,0,0,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,83.2353,-0.00173071,-2.30772,1732.55,197.935,NULL,4.87102,1.88951,6.5927,-39.0134,0.128781,13.9981,1.61838,0.940715,77.1133,-7.33704,0.337568,0.450292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.24887,0.068061,-1.73868,50.0001,4.85243,4.49458,-121.239,-1.09401,-12.3843,21.781,-32.0675,121,143,CITI,MLB,NL,20200906-CITI-1,66f284e3-e125-47f3-8732-f66005b81b7d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,2020-09-06,14:54:58,5,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,5,Bottom,2,0,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,83.4036,-0.292363,-2.37525,1387.3,261.815,NULL,4.8182,1.96365,6.73437,-37.1305,2.04455,13.5854,1.457,0.924227,76.8706,-7.29067,0.198482,0.450481,113.77,31.6443,-37.4174,NULL,NULL,NULL,NULL,447.221,NULL,-51.1992,5.49372,-8.08438,1.20073,-1.81394,50.0032,4.78161,4.6586,-121.436,-1.6547,-12.1137,23.0578,-30.3749,121,143,CITI,MLB,NL,20200906-CITI-1,aa098768-ff06-47f0-add7-8593f8cbb041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,2020-09-06,14:55:38,5,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,5,Bottom,2,0,2,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.7901,-0.160102,-3.80569,2014.73,223.716,NULL,4.86798,1.81178,6.76048,-24.22,6.94816,19.0374,2.70354,-0.0823542,85.6241,-4.74803,-0.196039,0.401816,73.3954,43.4543,71.7864,NULL,NULL,NULL,NULL,206.6,NULL,92.2346,4.24352,-11.5082,3.85874,-1.57214,50.0034,4.84622,8.47556,-136.344,-1.13739,-21.6565,30.1249,-24.9132,121,143,CITI,MLB,NL,20200906-CITI-1,bf1094d0-2845-46a0-83f8-4e73def6c784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,2020-09-06,14:56:13,5,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,5,Bottom,2,0,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.7151,-0.932607,-3.23143,2174.33,228.97,NULL,4.86784,1.77222,6.71783,-20.8405,10.2284,14.3107,2.27876,0.00811491,85.9544,-4.86855,-0.522934,0.401175,70.2953,46.1144,132.769,NULL,NULL,NULL,NULL,188.189,NULL,141.43,3.60595,-8.70697,5.86334,-1.56555,50.0027,4.79646,7.24965,-136.338,-2.8746,-16.4527,28.9295,-21.0932,121,143,CITI,MLB,NL,20200906-CITI-1,3c35b51f-6284-4ed6-bb13-7b43b80cd7d8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,2020-09-06,14:56:56,5,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,5,Bottom,2,0,2,Undefined,Other,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,78.7043,0.802536,-1.15026,2503.27,57.4193,NULL,4.97114,1.78479,6.61764,-54.808,-10.6086,-14.8571,1.13886,-0.506742,72.729,-9.50817,-3.9692,0.478497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.82548,-6.0532,-1.69999,50.0048,4.99985,2.68997,-114.614,0.171815,10.3766,21.8329,-40.2035,121,143,CITI,MLB,NL,20200906-CITI-1,81ffe814-a400-4e3d-a456-6a456d009d95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,2020-09-06,14:59:20,1,1,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,6,Top,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,99.949,-1.78493,-4.49519,2522.34,219.829,NULL,5.43477,1.1746,6.90374,-10.4505,16.9114,6.40755,2.9379,-2.39385,91.7032,-3.74629,-3.28789,0.376482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.68291,9.76411,-0.895281,50.0055,5.3177,11.1981,-145.159,-4.88437,-10.0569,32.0873,-11.214,121,143,CITI,MLB,NL,20200906-CITI-1,fcca8af1-6172-4e02-b514-f2d3a21bdf06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,2020-09-06,14:59:37,1,2,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,6,Top,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,99.0312,-1.34175,-2.783,2586.29,206.252,NULL,5.48194,1.09654,6.75522,-10.7731,16.8513,4.90941,3.35857,-1.03813,91.3548,-3.36892,-1.85754,0.378284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.37013,9.56025,-0.917051,50.005,5.38919,6.84509,-144.177,-3.73902,-7.17612,30.0021,-11.8236,121,143,CITI,MLB,NL,20200906-CITI-1,6cc2b769-4544-49fb-87f6-3ec328cde2bb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,2020-09-06,14:59:56,1,3,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,6,Top,0,2,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.7054,-1.0923,-0.994092,2661.82,147.454,NULL,5.53248,1.16125,6.54701,-28.1422,3.872,-1.77849,2.18562,0.101423,85.4007,-6.36693,-1.32908,0.407233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.740172,2.37341,-1.09188,50.004,5.44378,2.37504,-133.699,-3.42145,1.36099,24.5763,-27.8123,121,143,CITI,MLB,NL,20200906-CITI-1,e78883ca-2bc3-462d-b749-6e79db57a8f6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,2020-09-06,15:00:15,1,4,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,6,Top,0,2,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,93.1049,-0.975462,-1.92558,2671.76,181.888,NULL,5.45869,1.06583,7.10782,-27.2826,3.83299,-2.56982,2.30055,-0.895802,86.5836,-6.09022,-2.40947,0.401477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.95003,2.32866,-0.950703,50.003,5.38837,4.64226,-135.678,-3.16808,1.79553,25.6454,-27.7677,121,143,CITI,MLB,NL,20200906-CITI-1,88b8aa03-958d-4789-927f-32ff15f08083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,2020-09-06,15:00:40,1,5,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,6,Top,0,2,2,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,99.7564,-1.5176,-2.24806,2514.14,209.424,NULL,5.47483,1.04186,6.85949,-10.8424,16.535,5.01067,3.18779,-0.590756,91.4509,-3.56542,-1.2996,0.376588,87.965,-24.3164,-21.2684,NULL,NULL,NULL,NULL,7.70395,NULL,-14.0333,0.0638364,-3.3438,9.47279,-0.901438,50.0041,5.37337,5.53358,-145.218,-4.21141,-7.17216,32.6925,-11.8599,121,143,CITI,MLB,NL,20200906-CITI-1,da1687ac-f201-4c1a-82a4-9e8cde8c392e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,2020-09-06,15:01:32,2,1,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,6,Top,1,0,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.9988,-1.29236,-1.84025,2565.93,159.373,NULL,5.45184,1.1272,6.80501,-28.8458,2.85238,-3.67806,1.86881,-0.858954,86.1507,-6.67681,-2.53049,0.405218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6052,1.84081,-1.00674,50.0002,5.35476,4.42369,-134.11,-3.92716,2.98331,23.3273,-28.7445,121,143,CITI,MLB,NL,20200906-CITI-1,0d79167d-ea25-406c-9796-5262aa007d89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,2020-09-06,15:01:56,2,2,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,6,Top,1,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.8007,-2.21506,-1.44074,1578.5,220.981,NULL,5.40454,0.87729,7.07275,-25.1888,7.17281,11.9785,1.29405,0.567196,84.5027,-6.95614,0.829989,0.409437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.95507,4.53582,-0.796676,50.004,5.26056,2.99384,-133.633,-5.9423,-12.6145,28.0526,-23.95,121,143,CITI,MLB,NL,20200906-CITI-1,559e33ba-cb5f-4a53-b30d-bd3ed6b653c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,2020-09-06,15:02:16,2,3,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,6,Top,1,0,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.461,-1.87752,-1.21835,2609.18,158.937,NULL,5.44368,1.25368,6.82032,-27.4667,4.20608,-4.64392,1.4417,-0.244817,85.7857,-7.02659,-2.09496,0.405055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.23813,2.77417,-1.17337,50.0058,5.31036,3.00898,-134.696,-5.26989,4.15499,26.4541,-27.0295,121,143,CITI,MLB,NL,20200906-CITI-1,b541482a-cec2-4ce3-ae27-5dd0fb719752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,2020-09-06,15:02:39,2,4,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,6,Top,1,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,99.3279,-2.45005,-3.56077,2585.16,216.004,NULL,5.33836,0.994941,6.97993,-11.296,16.4674,8.81893,2.16779,-1.51253,90.847,-4.57694,-1.89195,0.379235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.80664,9.73042,-0.780338,50.0061,5.18254,8.68923,-144.324,-6.55914,-12.2737,33.0185,-11.615,121,143,CITI,MLB,NL,20200906-CITI-1,a4cb8956-bdb5-427d-90da-ee3e6b90241e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,2020-09-06,15:03:00,2,5,"deGrom, Jacob",594798,Right,"New York Mets","Harper, Bryce",547180,Left,"Philadelphia Phillies",,6,Top,1,2,2,Undefined,Changeup,InPlay,Undefined,Undefined,Out,0,0,statcast,91.6646,-2.12775,-1.89866,1571.3,224.54,NULL,5.40265,0.928966,6.82131,-26.2167,6.04762,10.12,1.27635,0.0397281,84.9279,-7.04547,0.0127633,0.408821,84.9696,-31.0697,49.4576,4039.31,NULL,NULL,NULL,3.57534,NULL,26.1937,0.0163209,-6.0124,3.84928,-0.811864,50.0031,5.25373,4.11298,-133.47,-5.76831,-10.9553,26.062,-25.162,121,143,CITI,MLB,NL,20200906-CITI-1,687699ae-aca8-4c4a-9a5c-8b37d3e8309a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,2020-09-06,15:03:40,3,1,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,6,Top,2,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,99.2511,-3.05527,-2.63677,2469.02,230.502,NULL,5.39643,1.17605,6.93817,-12.9269,14.8745,9.14468,1.53601,-0.463465,90.8569,-5.48965,-0.903564,0.379494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.73776,9.01355,-1.01633,50.0017,5.20024,6.34133,-144.261,-8.13418,-12.1094,33.145,-13.1477,121,143,CITI,MLB,NL,20200906-CITI-1,4c1e8872-d3a7-4a87-979a-0f8a8c61803e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,2020-09-06,15:03:54,3,2,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,6,Top,2,1,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,92.5377,-1.28829,-2.13015,2573.51,41.463,NULL,5.49437,1.13659,6.85226,-25.4319,6.10196,-5.15166,2.20063,-1.2354,86.0218,-6.05238,-3.09963,0.404166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.30765,3.65153,-0.998646,50.0041,5.40044,5.17514,-134.813,-3.82706,4.3066,25.5227,-25.3636,121,143,CITI,MLB,NL,20200906-CITI-1,131e9f85-66a0-4195-8273-b566522054a5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,2020-09-06,15:04:13,3,3,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,6,Top,2,1,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,99.7354,-1.98591,-2.02393,2420.53,226.112,NULL,5.3859,1.29995,6.67286,-14.0657,13.317,10.8607,2.39641,0.352769,91.5617,-4.63967,0.0324913,0.376626,80.1885,31.0549,-73.3348,2301.77,NULL,NULL,NULL,252.463,NULL,-82.1864,3.73003,-6.48618,7.83035,-1.16995,50.0044,5.24667,4.76824,-145.176,-5.50566,-13.9101,32.5232,-15.3826,121,143,CITI,MLB,NL,20200906-CITI-1,73537588-128b-4192-aeb0-e4da797f6e8f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,2020-09-06,15:04:33,3,4,"deGrom, Jacob",594798,Right,"New York Mets","Gregorius, Didi",544369,Left,"Philadelphia Phillies",,6,Top,2,1,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,93.673,-2.20593,-1.71373,3005.98,126.47,NULL,5.43834,1.17224,6.83475,-25.6197,5.32996,-4.33208,1.29093,-0.751973,86.7094,-7.00926,-2.53188,0.400405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.93429,3.48822,-1.06064,50.0028,5.28522,4.21659,-136.384,-6.06035,3.67211,27.781,-25.5511,121,143,CITI,MLB,NL,20200906-CITI-1,81184b1b-aa16-4a37-bb81-ad71cae2911c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,2020-09-06,15:07:25,1,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,0,0,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,90.5815,-0.620687,-4.09711,2036.97,227.463,NULL,4.8191,1.76312,6.82928,-25.1118,8.45419,18.8266,2.16051,-0.411086,82.4218,-5.38135,-0.521549,0.416986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.5362,4.83228,-1.50899,50.0011,4.7676,8.86101,-131.593,-2.18234,-20.1347,29.1571,-23.7369,121,143,CITI,MLB,NL,20200906-CITI-1,259050a3-21e3-4f0b-a34c-22ff009890aa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,2020-09-06,15:07:58,1,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.2454,0.424299,-1.23087,2118.95,233.427,NULL,4.85277,1.78544,6.59151,-20.0523,11.6913,14.7982,3.57052,1.8907,85.2334,-3.356,1.56198,0.405508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.39412,6.29337,-1.70859,50.0059,4.87219,2.42949,-134.464,0.373169,-15.5555,25.9183,-20.5172,121,143,CITI,MLB,NL,20200906-CITI-1,a5639e5d-d6db-41db-9260-d1d81d7552ae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,2020-09-06,15:08:20,1,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,1,1,Undefined,Other,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,76.9931,1.72922,0.32626,2345.65,56.5095,NULL,4.97534,1.87302,6.50814,-54.144,-8.39451,-18.0522,2.05065,0.668075,71.5893,-8.43719,-3.08513,0.486815,70.1596,52.7928,-110.37,NULL,NULL,NULL,NULL,183.902,NULL,-124.334,3.99139,9.96775,-5.03753,-1.88719,50.0036,5.07013,-0.172462,-112.179,1.98804,12.8026,18.8148,-38.6457,121,143,CITI,MLB,NL,20200906-CITI-1,c3f5db0e-d58f-428a-89fe-766136223cf0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,2020-09-06,15:08:52,1,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,1,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.0559,0.978961,-3.92222,1978.28,323.28,NULL,4.8828,1.65571,6.87947,-27.084,5.58882,15.0064,3.51803,-0.673118,84.1453,-4.12371,-1.09788,0.4114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.14358,2.80793,-1.41474,50.0032,4.93205,8.6211,-132.449,1.43768,-16.4685,24.6605,-27.118,121,143,CITI,MLB,NL,20200906-CITI-1,47f5dc71-68e1-4c21-b3ff-02b2e090e2fe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,2020-09-06,15:09:17,1,5,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,2,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,92.466,-0.177028,-2.30965,3499.75,231.604,NULL,4.77901,1.78446,7.01079,-19.339,12.2989,14.306,3.00676,0.8762,85.3801,-3.82216,0.390008,0.404832,76.5994,36.1614,-140.902,NULL,NULL,NULL,NULL,216.846,NULL,-145.795,3.0389,-8.39336,6.76984,-1.65038,50.0001,4.75924,4.98793,-134.707,-1.01832,-15.6011,26.0929,-19.5844,121,143,CITI,MLB,NL,20200906-CITI-1,00b67dc0-7d58-4cc0-933c-5492a68520bc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,2020-09-06,15:09:44,1,6,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,6,Bottom,0,2,2,Undefined,Other,InPlay,Undefined,Undefined,HomeRun,0,0,statcast,78.336,1.50937,-1.06315,2535.05,42.4598,NULL,4.96719,1.66142,6.58288,-57.1205,-11.9823,-13.6037,1.59058,-0.446491,71.4553,-9.31805,-3.66129,0.483553,103.313,24.8646,26.5214,NULL,NULL,NULL,NULL,400.555,NULL,35.2045,4.24821,7.14521,-7.08512,-1.5825,50.0039,5.04386,2.46529,-113.964,1.53216,9.25041,24.0426,-41.3505,121,143,CITI,MLB,NL,20200906-CITI-1,84566874-6b38-470a-a5d1-538e805e8046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,2020-09-06,15:10:39,2,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,6,Bottom,0,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,90.9867,0.233984,-4.25816,2066.3,226.594,NULL,4.79255,1.60306,7.02576,-25.9321,7.01731,17.5848,2.84444,-0.807733,83.5557,-4.66377,-0.93775,0.413138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.7394,3.77836,-1.35261,50.0015,4.7948,9.31185,-132.251,-0.247695,-19.1448,26.5077,-25.4374,121,143,CITI,MLB,NL,20200906-CITI-1,d012d978-1a05-4fbb-a4c8-df1727392482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,2020-09-06,15:10:57,2,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,6,Bottom,0,0,1,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,78.4214,0.701806,-1.8399,2536.28,65.7191,NULL,4.94722,1.62617,6.8387,-54.597,-10.0428,-13.7466,1.03777,-1.19758,72.4811,-9.56337,-4.44608,0.480414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.01634,-5.71569,-1.50231,50.0035,4.96676,4.02557,-114.166,-0.0234343,9.2291,21.7256,-39.6954,121,143,CITI,MLB,NL,20200906-CITI-1,5a27cffd-5726-4fe0-8d6c-4caca54cdf1f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,2020-09-06,15:11:17,2,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,6,Bottom,0,1,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,84.8149,-0.393453,-2.47663,1385.61,253.741,NULL,4.81138,1.84418,6.50464,-37.5992,0.234996,15.0352,1.31707,0.822943,78.3138,-7.4719,0.3696,0.442704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.89283,0.234736,-1.67856,50.002,4.76618,4.91472,-123.492,-1.91558,-13.8012,23.4774,-31.8094,121,143,CITI,MLB,NL,20200906-CITI-1,6b4d81f8-5ca8-48f3-a766-74905e6d4bb6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,2020-09-06,15:11:48,2,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,6,Bottom,0,1,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,82.4296,-0.376266,-2.53588,1425.36,266.172,NULL,4.81669,1.91159,6.31353,-41.1226,-1.30945,12.4584,1.04325,0.612642,76.7097,-8.08469,-0.185777,0.454135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.43455,-0.622359,-1.73222,50.0027,4.76964,4.97199,-120.066,-1.92976,-10.983,20.6698,-33.0931,121,143,CITI,MLB,NL,20200906-CITI-1,b7d02523-3569-47c8-b249-1ae9f25d04bd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,2020-09-06,15:15:40,3,1,"Hembree, Heath",592390,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,6,Bottom,1,0,0,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,94.5703,-1.60055,-2.48493,2419.24,221.441,NULL,5.51402,1.47118,6.49751,-11.2763,19.2515,12.622,3.10496,0.240872,86.5144,-3.73259,-0.0927201,0.397667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.59433,11.0003,-1.30366,50.0055,5.39693,5.57419,-137.622,-4.20437,-14.6013,29.9249,-11.0299,121,143,CITI,MLB,NL,20200906-CITI-1,7e1c36bc-2e5d-4aaa-b0a0-7dbae26babcb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
